7721	オプション ライトゴールドロディイエロー 色 使用 する	color = 'lightgoldenrodyellow'
7722	リスト 更新 不能 な セット 変換 する	frozenset(iterable)
7723	配列 イテラブル 明るい グラフ 描画 し その 色 黒 する	plt.plot(xdata, ydata, linestyle='bright', color='k')
7724	最後 文字 列 空白 分割 する	s.rsplit()
7725	暗い 色 マーカー 散布 図 描画 する	plt.plot(xdata, ydata, c='dark')
7726	配列 配列 散布 図 カラー コード バツ マーカー 描く	plt.plot(xdata, ydata, marker='x', c=rgb)
7727	パステル 調 グラフ 線 幅 指定 する	plt.plot(xdata, ydata, linestyle='pastel', linewidth=n)
7728	ベージュ 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='beige')
7729	小さい どう 調べる	n < n2
7730	もしくは 確認 する	n == 1 or n == 2
7731	データ 列 数列 散布 図 プロット し 星 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='*', c=rgb)
7732	実数 小数点 以下 第 一 位 四捨五入 する	round(x, 1)
7733	オプション ホワイトスモーク 使用 する	color = 'whitesmoke'
7734	ヒストグラム 描画 し その 色 ミディアムシアグリーン 設定 する	plt.hist(データ列, color='mediumseagreen')
7735	エクセルデータファイル シート 読み込む	pd.read_excel(filename, sheet_name=[n, n2])
7736	折れ線 グラフ 色 ダークスレートブルー 変更 する	plt.plot(データ列, データ列2, color='darkslateblue')
7737	ベクトル 演算 する	import numpy as np
7738	データ フレーム カラム 中 ある 日付 データ 文字 列 合計 数える	df[col].isin([value, value2]).sum()
7739	リスト ひとつ 飛ばし 取り出す	aList[::2]
7740	データ フレーム 中 いくつ 文字 列 ある カウント する	df.isin([value]).sum()
7741	折れ線 グラフ 描画 し マーカー 丸 印 する	plt.plot(データ列, データ列2, marker='o')
7742	線 グラフ 色 ディムグレー 指定 する	plt.plot(データ列, データ列2, color='dimgrey')
7743	データ 列 折れ線 グラフ 描画 し マーカー 四角 する	plt.plot(データ列, データ列2, marker='s')
7744	オプション ゴースト ホワイト 使う	color = 'ghostwhite'
7745	折れ線 グラフ 描画 し 色 パパイヤウィップ 設定 する	plt.plot(データ列, データ列2, color='papayawhip')
7746	ペア リスト カウンタ 作る	collections.Counter(dict(pairs))
7747	オプション カンマ セパレータ 使う	sep = ','
7748	折れ線 グラフ 星 マーカー 使う	plt.plot(データ列, データ列2, marker='*')
7749	配列 リスト 散布 図 カラー コード 大 バツ マーカー プロット する	plt.plot(xdata, ydata, marker='X', c=rgb)
7750	データ フレーム 内容 見る	df.head()
7751	底 する 対数	math.log(x, k)
7752	ファイル 読み込む	pd.read_csv(filename, sep='\t', encoding='utf-8')
7753	データ フレーム 関数 値 グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby(関数)]
7754	数列 データ 列 散布 図 描画 し 下 三角 マーカー 色 カラー コード 変更 する	plt.plot(xdata, ydata, marker='v', c=rgb)
7755	オプション グラフ 色 コーンフラワーブルー 設定 する	color = 'cornflowerblue'
7756	ユーザ 入力 さ れる	int(input())
7757	データ フレーム 列 集計 し 列 要約 統計 量 計算 する	df.groupby(column).describe()[column2]
7758	逆 余弦	math.acos(x)
7759	マッピング 項目 名 列挙 する	aDict.keys()
7760	カラー コード ダイアモンドマーカー 散布 図 描く	plt.plot(xdata, ydata, marker='D', c=rgb)
7761	配列 ヒストグラム 描画 する	plt.hist(aArray)
7762	倍数 どう 調べる	n % 5 == 0
7763	リスト 配列 散布 図 星 マーカー 描画 する	plt.plot(xdata, ydata, marker='*')
7764	枠 なし 凡例 グラフ 中 入れる	plt.legend(frameon=False)
7765	データ フレーム カラム ユニーク な 値 個数	df[col].nunique()
7766	最大 列 数 変更 する	pd.set_option('display.max_columns', n)
7767	リスト リスト 散布 図 描画 し マーカー 左 三 角 セット する	plt.plot(xdata, ydata, marker='<')
7768	リスト 全て 要素 クリア する	aList.clear()
7769	偶数 どう 調べる	n % 2 == 0
7770	オプション パパイヤウィップ 色 使う	color = 'papayawhip'
7771	マッピング 項目 名 ワード 引数 更新 する	aDict.update(**kwargs)
7772	折れ線 グラフ 色 ライトゴールドロディイエロー セット する	plt.plot(データ列, データ列2, color='lightgoldenrodyellow')
7773	代数 計算 使う	import sympy
7774	茶色 ヒストグラム 色 変更 する	plt.hist(データ列, color='brown')
7775	スカイ ブルー 色 ヒストグラム 描画 する	plt.hist(データ列, color='skyblue')
7776	データ フレーム 列 グループ 化 し 最小 値 求める	df.groupby(column).min()
7777	マッピング 階層 化 する	collections.ChainMap(aDict)
7778	データ フレーム カラム つ 選択 する	df[[column, column2]]
7779	カウンタ 列 カウント し 引く	aCounter.subtract(iterable)
7780	リスト 末尾	aList[-1]
7781	ヒストグラム 色 パールバイオレットレッド 設定 する	plt.hist(データ列, color='palevioletred')
7782	黒い 色 差別 ない 描画 する	plt.plot(xdata, ydata, linestyle='colorblind', color='k')
7783	ふたつ 関係 スーパー セット もしくは 等しい 調べる	aSet > aSet2
7784	折れ線 グラフ 描画 し その 色 ディムグレー 指定 する	plt.plot(データ列, データ列2, color='dimgrey')
7785	数値 緑色 する	f'\033[32m{value}\033[0m'
7786	データ フレーム グループ 化 し 各 列 最小 値 求める	df.groupby(column)[column2].min()
7787	正規 分布 疑似 乱数 求める	random.normalvariate(mu=0.5, sigma=0.2)
7788	折れ線 グラフ 描画 し 色 リネン 指定 する	plt.plot(データ列, データ列2, color='linen')
7789	補足 最適 な 位置 付ける	plt.legend(loc='best')
7790	文字 列 左側 タブ 消す	s.lstrip('\t')
7791	オプション ポイント 印 加える	marker = '.'
7792	リスト 数列 淡い 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='muted', color=rgb)
7793	以上 調べる	n >= n2
7794	グラフ プレゼン 用 設定 する	sns.set(context='talk')
7795	オブジェクト 属性 値 変更 する	setattr(obj, プロパティ名, 値)
7796	オプション ファイル 出力 する	file = sys.open(filename, 'w')
7797	データ フレーム カラム 中 未 入力 値 数 数える	df[col].isna().sum()
7798	折れ線 グラフ 色 ダーク グリーン 設定 する	plt.plot(データ列, データ列2, color='darkgreen')
7799	グラフ 色 色 差別 なく する	sns.set(pallete='colorblind')
7800	濃い 折れ線 グラフ 色 赤色 設定 する	plt.plot(xdata, ydata, linestyle='deep', color='r')
7801	今日 日付	datetime.date.today()
7802	ヒストグラム 描画 し その 色 ネイビー 変更 する	plt.hist(データ列, color='navy')
7803	データ フレーム 列 行 抽出 する	df[df[column] == x]
7804	二つ オブジェクト 等しい どう 調べる	obj == obj2
7805	ヒストグラム 描画 し その 色 トマト セット する	plt.hist(データ列, color='tomato')
7806	オプション 読み込ま ない 列 番号 指定 する	skiprows = names
7807	点線 グラフ 描画 する	plt.plot(データ列, データ列2, linestyle='dotted')
7808	折れ線 グラフ 大 バツ マーカー 大き さ 変更 する	plt.plot(データ列, データ列2, marker='X', markersize=n)
7809	行 データ フレーム ソート する	df.sort_index()
7810	アイボリー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='ivory')
7811	ライト シアン 色 ヒストグラム 描画 する	plt.hist(データ列, color='lightcyan')
7812	リスト 番目 番目	aList[n:n2]
7813	赤い マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='^', c='r')
7814	イテラブル 全 順列	itertools.permutations(iterable)
7815	文字 列 接頭 辞 部分 文字 列 取り除く	s.removeprefix(sub)
7816	日付 データ 日付 データ 後ろ 調べる	aDate > aDate2
7817	オプション 色 フォレストグリーン 設定 する	color = 'forestgreen'
7818	数列 リスト 散布 図 描い マーカー 色 パステル 調 の 変更 する	plt.plot(xdata, ydata, c='pastel')
7819	リスト イテラブル パステル 調 グラフ プロット し その 色 青 する	plt.plot(xdata, ydata, linestyle='pastel', color='b')
7820	ヒストグラム 描画 し その 色 ミディアムバイオレットレッド 設定 する	plt.hist(データ列, color='mediumvioletred')
7821	ライト コーラル 色 ヒストグラム 描画 する	plt.hist(データ列, color='lightcoral')
7822	文字 列 開始 位置 終了 位置 部分 文字 列 探す	s.find(sub, start, end)
7823	データ 列 ビン 数 ビン 分割 し ラベル つける	pd.cut(ds, n, labels=names)
7824	配列 リスト 散布 図 赤色 星 マーカー 描く	plt.plot(xdata, ydata, marker='*', c='r')
7825	現在 作業 ディレクトリ 設定 する	os.chdir(os.dirname(filepath))
7826	データ フレーム 列 グループ 化 し それぞれ グループ ごと 合計 求める	df.groupby(column).sum()
7827	カラム 最 頻 値	ds.mode()
7828	オプション グラフ 色 ダーク グレー 設定 する	color = 'darkgrey'
7829	グラフ タイトル 指定 する	plt.title(untitled)
7830	データ フレーム 列 グループ 化 し それぞれ グループ ごと 合計 求める	df.groupby(column).sum()
7831	最小 値 データ フレーム 欠損 値 埋める	df.fillna(df.min())
7832	ヒストグラム 描画 し その 色 ライト シアン セット する	plt.hist(データ列, color='lightcyan')
7833	変数 太字 化 する	f'\033[1m{value}\033[0m'
7834	数式 微分 する	sympy.diff(e)
7835	フォーマット 文字 列 日付 型 変換 する	pd.to_datetime(s, format=fmt)
7836	ヒストグラム 描画 し その 色 ライト コーラル 設定 する	plt.hist(データ列, color='lightcoral')
7837	底 する 実数 対数 算出 する	math.log2(x)
7838	データ フレーム 関数 グループ 化 する	df.groupby(関数)
7839	オプション オー キッド 色 用いる	color = 'orchid'
7840	オプション マーカー 大 バツ 変更 する	marker = 'X'
7841	実数 実数 引く	x - y
7842	ヒストグラム カラー マップ 使う	"plt.hist(データ列, color=plt.get_cmap(""Spectral""))"
7843	ヒストグラム 描画 し その 色 小麦色 設定 する	plt.hist(データ列, color='wheat')
7844	ヒストグラム 描画 し その 色 チョコレート 指定 する	plt.hist(データ列, color='chocolate')
7845	折れ線 グラフ サイズ 星 印 描画 する	plt.plot(データ列, データ列2, marker='*', markersize=n)
7846	キュー タプル する	tuple(deq)
7847	データ フレーム 第 一 四 分 位 数	df.quantile(0.25)
7848	データ 列 ラベル 指定 し 棒グラフ 描画 する	plt.bar(ラベル列, データ列)
7849	文字 列 全体 正規 表現 大文字 小文字 無視 し マッチ する 調べる	re.fullmatch(pattern, s, flags=re.IGNORECASE)
7850	双方向 キュー	deq.popleft()
7851	リスト リスト 散布 図 プロット し マーカー 色 明るい 設定 する	plt.plot(xdata, ydata, c='bright')
7852	部分 文字 列 範囲 指定 し 探す	s.find(sub, start, end)
7853	データ フレーム 中 いくつ 文字 列 ある 求める	df.isin([value]).sum()
7854	オプション グラフ 色 スラグレー 変更 する	color = 'slategray'
7855	オプション バツ マーカー 使う	marker = 'x'
7856	リスト 縦 軸 リスト 横 軸 折れ線 プロット する	plt.plot(xdata, ydata)
7857	データ フレーム 列 重複 ある 確認 する	df.duplicated(subset=column)
7858	変数 値 スワップ する	x, y = y, x
7859	折れ線 グラフ 印 大き さ 設定 する	plt.plot(データ列, データ列2, marker='^', markersize=n)
7860	文字 列 部分 文字 列 区切る	s.split(sub)
7861	ヒストグラム 描画 し その 色 ピーチ パフ 変更 する	plt.hist(データ列, color='peachpuff')
7862	オブジェクト タプルクラス インスタンス	isinstance(obj, tuple)
7863	オプション コロン セパレータ 用いる	sep = ':'
7864	データ 列 欠損 値 最小 値 指定 する	ds.fillna(ds.min())
7865	黒い 四角 マーカー イテラブル リスト 散布 図 描く	plt.plot(xdata, ydata, marker='s', c='k')
7866	データ フレーム 正規 分布 どの 程度 歪ん いる 確認 する	df.kurt()
7867	色 差別 ない 色 マーカー 用い 散布 図 描画 する	plt.plot(xdata, ydata, c='colorblind')
7868	マッピング 項目 名 値 入れ替える	{v: k for k, v in aDict.items()}
7869	文字 列 シンボル する	sympy.Symbol(s)
7870	折れ線 グラフ 描画 し その 色 バリーウッド 設定 する	plt.plot(データ列, データ列2, color='burlywood')
7871	文字 列 フォーマット し 日付 時刻 データ 文字 列 変換 する	"aDatetime.strftime(""%d/%m/%y"")"
7872	文字 列 全て 大文字	s.isupper()
7873	リスト 座標 指定 し リスト 変化 プロット する	plt.plot(range(len(xdata)), xdata)
7874	ダークシアグリーン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darkseagreen')
7875	今日 ローカル な 日付 時刻	datetime.datetime.today()
7876	黒い 濃い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='deep', color='k')
7877	データ フレーム 正規 分布 どの 程度 尖っ いる 見る	df.skew()
7878	折れ線 グラフ 色 茶色 設定 する	plt.plot(データ列, データ列2, color='brown')
7879	ゼロ 埋め さ れ た 複素数 型 配列	np.zeros(要素数, dtype=bool)
7880	辞書 キー 対応 し た 値 参照 する	aDict.get(key)
7881	文字 列 ユニコードエスケープ バイト 列 変換 する	s.encode(encoding='unicode_escape')
7882	現在 時刻	datetime.date.today().hour
7883	文字 列 空白 区切り 数列 する	map(int, s.split())
7884	グラフ 使用 する 座標 軸 ラベル 付ける	plt.ylabel(untitled)
7885	一方 含ま れ 他方 含ま れ ない 集合 使う	aSet.difference(aSet2)
7886	オプション 色 ミディアムアクアマリン 変更 する	color = 'mediumaquamarine'
7887	ヒストグラム 色 青 緑 する	plt.hist(データ列, color='turquoise')
7888	データ フレーム 複数 列 破壊 的 並べ 直す	df.sort_values(by=column, inplace=True)
7889	データ フレーム 中 カラム 等量 ビン 数 分割 する	pd.qcut(df[col], n)
7890	折れ線 グラフ 描画 し 色 ハニーデュー 指定 する	plt.plot(データ列, データ列2, color='honeydew')
7891	データ 列 日付 データ する	pd.to_datetime(ds)
7892	オプション ミッドナイト ブルー 色 使う	color = 'midnightblue'
7893	要素 集合 メンバー 調べる	element in aSet
7894	カラー コード 三角 マーカー 散布 図 描く	plt.plot(xdata, ydata, marker='^', c=rgb)
7895	オプション グラフ 色 ダーク シアン 設定 する	color = 'darkcyan'
7896	データ フレーム カラム 欠損 値 埋める	df[col].fillna(x)
7897	ガンマ 関数 絶対 値 自然 対数 とっ た 値	math.lgamma(x)
7898	ヒストグラム 描画 し その 色 ドジャーブルー セット する	plt.hist(データ列, color='dodgerblue')
7899	リスト 配列 散布 図 描い 丸 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='o', c=rgb)
7900	配列 リスト 暗い グラフ 描画 し 色 青 する	plt.plot(xdata, ydata, linestyle='dark', color='b')
7901	つ データ 列 並べ ヒストグラム する	plt.hist([データ列, データ列2], color=['b', 'r'])
7902	オプション ミディアムシアグリーン 色 使う	color = 'mediumseagreen'
7903	サブ セット どう テスト する	aSet.issubset(aSet2)
7904	リスト オブジェクト 最初 見つかる インデックス	aList.index(element)
7905	オプション グラフ 色 ライトグリーン する	color = 'lightseagreen'
7906	文字 列 全て 印字 できる	s.isprintable()
7907	ヒストグラム 色 ホット ピンク 指定 する	plt.hist(データ列, color='hotpink')
7908	線 グラフ 描画 し その 色 コーンズシルク セット する	plt.plot(データ列, データ列2, color='cornsilk')
7909	折れ線 グラフ 丸 マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='o', markersize=n)
7910	データ フレーム 複数 列 並べ 先頭 する	df.sort_values(by=column, na_position='first')
7911	ミディアムスレートブルー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='mediumslateblue')
7912	データ フレーム 上 行 見る	df.head(n)
7913	カウンタ 項目 リスト し 得る	aCounter.keys()
7914	緑色 丸 マーカー 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='o', markerfacecolor='g')
7915	以上 かつ 以下 どう 調べる	n <= n2 and n2 <= n3
7916	フォーマット データ フレーム 日付 データ する	pd.to_datetime(df[col], format=fmt)
7917	データ 列 中 いくつ 文字 列 存在 する 求める	ds.isin([value]).sum()
7918	折れ線 グラフ バツ 印 赤く する	plt.plot(データ列, データ列2, marker='x', markerfacecolor='r')
7919	文字 列 漢字 調べる	('\u4E00' <= ch <= '\u9FD0')
7920	ヒストグラム 描画 し 色 小麦色 指定 する	plt.hist(データ列, color='wheat')
7921	ヒストグラム 描画 し その 色 ゴースト ホワイト 変更 する	plt.hist(データ列, color='ghostwhite')
7922	線 グラフ 描画 し その 色 モカシン 指定 する	plt.plot(データ列, データ列2, color='moccasin')
7923	プラム 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='plum')
7924	折れ線 グラフ 下 三角 印 黄色く する	plt.plot(データ列, データ列2, marker='v', markerfacecolor='y')
7925	リスト リスト 散布 図 描画 し マーカー 色 明るい 設定 する	plt.plot(xdata, ydata, c='bright')
7926	ストリーム 文字 読み込む	f.read(1)
7927	折れ線 グラフ 色 ダーク オリーブ グリーン 指定 する	plt.plot(データ列, データ列2, color='darkolivegreen')
7928	双方向 キュー 番目 番目 部分 値	collections.deque(itertools.islice(deq, start, end))
7929	小数点 数 床 求める	math.floor(x)
7930	文字 列 最後 改行 除く	s.rstrip('\n')
7931	データ フレーム カラム 中 日付 データ 文字 列 いくつ ある 求める	df[col].isin([value, value2]).sum()
7932	データ フレーム 欠損 値 前 行 値 埋める	df.fillna(method='ffill')
7933	ストリーム 文字 列 し 書く	f.write(str(x))
7934	底 する 実数 対数	math.log2(x)
7935	折れ線 グラフ 色 ダーク サーモン セット する	plt.plot(データ列, データ列2, color='darksalmon')
7936	カウンタ リスト し 得る	aCounter.most_common(k)
7937	線 グラフ 描画 し 色 ペルー 設定 する	plt.plot(データ列, データ列2, color='peru')
7938	折れ線 グラフ 描画 し 色 ミディアムスプリンググリーン 設定 する	plt.plot(データ列, データ列2, color='mediumspringgreen')
7939	足し 代入 する	n += n2
7940	濃い 折れ線 グラフ 線 幅 指定 する	plt.plot(xdata, ydata, linestyle='deep', linewidth=n)
7941	文字 列 内 小文字 ある 調べる	any(c.islower() for c in s)
7942	データ フレーム 列 文字 列 欠損 値 する	df[col].replace(s, np.nan)
7943	スピアマン 相関 係数 データ フレーム 列 列 相関 行列	df[[column, column2]].corr(method='spearman')
7944	データ フレーム 列 置換 する	df[col].fillna(x)
7945	文字 列 中 非 大文字 含ま れる	any(not c.isupper() for c in s)
7946	マッピング コピー 作る	dict(aDict)
7947	淡い グラフ 色 青色 設定 する	plt.plot(xdata, ydata, linestyle='muted', color='b')
7948	二つ タプル ネスト する	collections.ChainMap(aDict, aDict2)
7949	オプション リネン 色 使用 する	color = 'linen'
7950	データ フレーム 欠損 値 平均 値 セット する	df.fillna(df.mean())
7951	オブジェクト バイト 長	sys.getsizeof(obj)
7952	オプション ダーク グレー 色 使用 する	color = 'darkgray'
7953	日付 時刻 データ 曜日 整数 使う	aDatetime.weekday()
7954	色 差別 ない グラフ 線 幅 セット する	plt.plot(xdata, ydata, linestyle='colorblind', linewidth=n)
7955	データ フレーム 列 欠損 値 最 頻 値 セット する	df[col].fillna(df[col].mode().iloc[0])
7956	日付 時刻 データ 時間 分 足す	aDatetime + datetime.timedelta(hours=n)
7957	カラー コード 丸 マーカー 散布 図 用いる	plt.plot(xdata, ydata, marker='o', c=rgb)
7958	分子 分母 分数 新規 生成 する	fractions.Fraction(分子, 分母)
7959	マーカー 用い 散布 図 描く	plt.plot(xdata, ydata, marker='v')
7960	ヒストグラム 描画 し その 色 ライム セット する	plt.hist(データ列, color='lime')
7961	空白 見る	' '
7962	折れ線 グラフ 色 ダーク サーモン 変更 する	plt.plot(データ列, データ列2, color='darksalmon')
7963	ライト イエロー ヒストグラム 色 セット する	plt.hist(データ列, color='lightyellow')
7964	日付 型 データ 列 インデックス する	df.index = pd.DatetimeIndex(ds)
7965	折れ線 グラフ 色 シャルトリューズ 設定 する	plt.plot(データ列, データ列2, color='chartreuse')
7966	リスト 少なくとも 一つ 真 調べる	any(aList)
7967	データ フレーム 重複 し い ない 行 抽出 する	df[not df.duplicated(keep=False)]
7968	パステル 調 折れ線 グラフ 線 幅 する	plt.plot(xdata, ydata, linestyle='pastel', linewidth=n)
7969	ヒストグラム 色 シスル 変更 する	plt.hist(データ列, color='thistle')
7970	データ フレーム カラム どの 程度 分散 し いる 確認 する	df[col].var()
7971	データ フレーム 位 四捨五入 し 整数 する	df.round(-1).astype(int)
7972	サンディーブラウン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='sandybrown')
7973	折れ線 グラフ 描画 し 色 淡い ピンク色 設定 する	plt.plot(データ列, データ列2, color='lightpink')
7974	明るい グラフ 色 赤く する	plt.plot(xdata, ydata, linestyle='bright', color='r')
7975	ケン ドール 順位 相関 係数 データ フレーム 列 列 相関 行列	df[[column, column2]].corr(method='kendall')
7976	タプル 昇順 並べる	sorted(aTuple, reverse=False)
7977	大きい 調べる	n > n2
7978	本日 日 使う	datetime.datetime.today().day
7979	カウンタ シーケンス 更新 する	aCounter.update(iterable)
7980	実数 天井 算出 する	math.ceil(x)
7981	オプション 色 ミディアムスレートブルー 設定 する	color = 'mediumslateblue'
7982	双方向 キュー 右 要素 入れる	deq.append(element)
7983	二つ データ 列 並べ 箱 ヒゲ 図 する	plt.boxplot([データ列, データ列2])
7984	現在 分数	datetime.date.today().minute
7985	丸 マーカー 散布 図 プロット する	plt.plot(xdata, ydata, marker='o')
7986	ヒストグラム 色 黄色 変更 する	plt.hist(データ列, color='yellow')
7987	各 桁 和 計算 する	sum(map(int, str(n)))
7988	ヒストグラム 描画 し その 色 オーキッド 設定 する	plt.hist(データ列, color='orchid')
7989	オプション サドル ブラウン 色 用いる	color = 'saddlebrown'
7990	折れ線 グラフ 描画 し 色 シャルトリューズ 設定 する	plt.plot(データ列, データ列2, color='chartreuse')
7991	日付 時刻 データ 秒 分 加算 する	aDatetime + datetime.timedelta(seconds=n)
7992	ヒストグラム 色 ロージーブラウン セット する	plt.hist(データ列, color='rosybrown')
7993	オプション グラフ 色 リネン 変更 する	color = 'linen'
7994	文字 列 記号 変換 する	sympy.Symbol(s)
7995	散布 図 マーカー 大き さ 指定 する	plt.scatter(xdata, ydata, s=n)
7996	オプション どの 列 インデックス 設定 し ない	index_col = None
7997	割る 切り上げる	(n + n2 - 1) // n2
7998	リスト 配列 散布 図 文字 列 データ ラベル 用 ラベル つける	plt.scatter(xdata, xdata, label=s)
7999	凡例 入れる	plt.legend()
8000	変数 赤色 プリント できる 文字 列 変換 する	f'\033[31m{value}\033[0m'
8001	折れ線 グラフ 色 パパイヤウィップ 指定 する	plt.plot(データ列, データ列2, color='papayawhip')
8002	割っ た 余り 代入 する	n %= n2
8003	等差 数列 乱数 生成 する	random.randrange(start, end, step)
8004	列 各 値 何 回 出現 する 見る	ds.value_counts()
8005	データ 列 リスト 青色 淡い 描画 する	plt.plot(xdata, ydata, linestyle='muted', color='b')
8006	ヒストグラム 描画 し 色 ライト ブルー 設定 する	plt.hist(データ列, color='lightblue')
8007	文字 列 中 限定 正規 表現 マッチ し た 全て 文字 列 リスト する	re.findall(pattern, s, flags=re.ASCI)
8008	異なる 列 キー し 二つ データ フレーム 外部 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='outer')
8009	折れ線 グラフ ポイント マーカー 加える	plt.plot(データ列, データ列2, marker='.')
8010	日付 時刻 データ タイムスタンプデータ 時間 差 秒 数 求める	(aDatetime - aDatetime2).total_seconds()//60
8011	列 回 あわせ た 直積	itertools.product(iterable, repeat=2)
8012	ゼロ 埋め さ れ た ブール 型 行列	np.zeros(要素数, dtype=np.int32)
8013	色 差別 ない グラフ 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='colorblind', linewidth=n)
8014	折れ線 グラフ 丸 マーカー 赤く する	plt.plot(データ列, データ列2, marker='o', markerfacecolor='r')
8015	文字 列 終了 位置 以前 部分 文字 列 含ま れる	s.find(sub, 0, end) != -1
8016	タイムスタンプデータ 日 分 減算 する	aDatetime - datetime.timedelta(days=n)
8017	データ フレーム 複数 列 ソート する	df.sort_values(by=column)
8018	データ フレーム リスト カラム 中 文字 列 日付 データ いくつ ある 数える	df[aList].isin([value, value2]).sum()
8019	文字 列 内 ひとつ 大文字 ある 調べる	any(c.isupper() for c in s)
8020	青 ヒストグラム 色 設定 する	plt.hist(データ列, color='blue')
8021	マッピング 値 要素 含ま れ い ない どう 調べる	element not in aDict.values()
8022	否定 する	not n
8023	バージョン 見る	print(pd.__version__)
8024	データ フレーム 関数 まとめ た グループ	df.groupby(関数)
8025	データ フレーム 列 昇順 破壊 的 ソート する	df.sort_values(by='A', ascending=True, inplace=True)
8026	リスト 配列 散布 図 描画 し マーカー 丸 セット する	plt.plot(xdata, ydata, marker='o')
8027	ファイル 拡張 子 なし ファイル 名 使う	os.path.splitext(os.path.basename(filepath))[0]
8028	折れ線 グラフ 四角 マーカー 線 幅 指定 する	plt.plot(データ列, データ列2, marker='s', markeredgewidth=n)
8029	折れ線 グラフ マーカー サイズ する	plt.plot(データ列, データ列2, marker='v', markersize=n)
8030	カラー コード ポイント マーカー 配列 リスト 散布 図 描く	plt.plot(xdata, ydata, marker='.', c=rgb)
8031	区切り し 文字 列 リスト ひとつ 文字 列 する	sep.join(aStringList)
8032	オプション ダークシアグリーン 使う	color = 'darkseagreen'
8033	表 それぞれ グループ ごと 最大 値 求める	df.groupby(column).max()
8034	リスト リスト 散布 図 描画 し 左 三 角 マーカー 色 カラー コード 指定 する	plt.plot(xdata, ydata, marker='<', c=rgb)
8035	オプション グラフ 色 ディムグレー 設定 する	color = 'dimgray'
8036	ヒストグラム 色 ライト グレー セット する	plt.hist(データ列, color='lightgray')
8037	ヒストグラム 描画 し その 色 デピンク 変更 する	plt.hist(データ列, color='deeppink')
8038	句読点 文字 全部 使う	string.punctuation
8039	オプション 色 ライトスレイグレー 設定 する	color = 'lightslategray'
8040	文字 列 最後	s[-1]
8041	データ フレーム リスト カラム 中 存在 する 調べる	df[aList].isin([value])
8042	列 キー データ フレーム 内部 結合 する	pd.merge(df, df2, on=column, how='inner')
8043	現在 分数 使う	datetime.date.today().minute
8044	線 グラフ 描画 し 色 ライト ブルー 設定 する	plt.plot(データ列, データ列2, color='lightblue')
8045	ペルー 色 ヒストグラム 描画 する	plt.hist(データ列, color='peru')
8046	データ フレーム グループ 化 し それぞれ 列 個数 求める	df.groupby(column)[column2].count()
8047	処理 中 例外 情報 確認 する	sys.exc_info()
8048	オプション ゴールデン ロッド 色 用いる	color = 'goldenrod'
8049	棒グラフ 描画 し グラフ 幅 設定 する	plt.bar(ラベル列, データ列, width=x)
8050	折れ線 グラフ 色 ライト ブルー セット する	plt.plot(データ列, データ列2, color='lightblue')
8051	データ フレーム 最大 値 埋める	df.fillna(df.max())
8052	折れ線 グラフ 描画 し その 色 オールド レース 設定 する	plt.plot(データ列, データ列2, color='oldlace')
8053	折れ線 グラフ サイズ 丸 印 描画 する	plt.plot(データ列, データ列2, marker='o', markersize=n)
8054	データ フレーム ランダム 行 抽出 する	df.sample(n)
8055	折れ線 グラフ 描画 し その 色 ディープスカイブルー 変更 する	plt.plot(データ列, データ列2, color='deepskyblue')
8056	データ フレーム 各 列 毎 集約 し 列 標準 偏差 算出 する	df.groupby(column)[column2].std()
8057	オプション グラフ 色 ダーク バイオレット 指定 する	color = 'darkviolet'
8058	青い 淡い グラフ プロット する	plt.plot(xdata, ydata, linestyle='muted', color='b')
8059	マッピング 値 一覧	aDict.values()
8060	データ フレーム リスト カラム 欠損 値 最小 値 補う	df[aList].fillna(df[aList].min())
8061	ファイル 読み込む	pd.read_csv(filename, sep='\t', encoding='shift_jis')
8062	リスト 最後 捨てる	aList[:-1]
8063	オプション グラフ 色 ダークゴールデンロッド 変更 する	color = 'darkgoldenrod'
8064	線 グラフ 色 マゼンタ 設定 する	plt.plot(データ列, データ列2, color='magenta')
8065	ヒストグラム 色 ライト コーラル セット する	plt.hist(データ列, color='lightcoral')
8066	折れ線 グラフ 描画 し その 色 オーキッド 指定 する	plt.plot(データ列, データ列2, color='orchid')
8067	ファイル パス ストリーム オープン し する	file = open(filepath)
8068	タイムスタンプデータ 金曜日 調べる	aDatetime.weekday() == 4
8069	黒色 パステル 調 の 描画 する	plt.plot(xdata, ydata, linestyle='pastel', color='k')
8070	データ 列 何 月 確認 する	ds.dt.month
